cohortId,targetId,targetName,strataId,strataName,cohortType
137001532,137,PCa under conservative management,153,without Stroke,TwoS
138001532,138,PCa high/intermediate risk conservative management,153,without Stroke,TwoS
139001532,139,PCa low risk grade conservative management and no intense monitoring,153,without Stroke,TwoS
140001532,140,PCa low risk grade conservative management and intense monitoring,153,without Stroke,TwoS
141001532,141,Newly diagnosed Pca (biopsy or PSA GT 50),153,without Stroke,TwoS
142001532,142,PCa treated right away (biopsy or PSA GT 50),153,without Stroke,TwoS
143001532,143,PCa treated after conservative management,153,without Stroke,TwoS
144001532,144,Delayed Curative Management,153,without Stroke,TwoS
145001532,145,Delayed Palliative Management,153,without Stroke,TwoS
47001542,47,Newly diagnosed Pca,154,without Type 2 Diabetes,TwoS
49001542,49,PCa treated right away,154,without Type 2 Diabetes,TwoS
125001542,125,PCa under conservative management (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
126001542,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
127001542,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
128001542,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
129001542,129,PCa treated after conservative management (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
131001542,131,Delayed Curative Management (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
132001542,132,Delayed Palliative Management (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
137001542,137,PCa under conservative management,154,without Type 2 Diabetes,TwoS
138001542,138,PCa high/intermediate risk conservative management,154,without Type 2 Diabetes,TwoS
139001542,139,PCa low risk grade conservative management and no intense monitoring,154,without Type 2 Diabetes,TwoS
140001542,140,PCa low risk grade conservative management and intense monitoring,154,without Type 2 Diabetes,TwoS
141001542,141,Newly diagnosed Pca (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
142001542,142,PCa treated right away (biopsy or PSA GT 50),154,without Type 2 Diabetes,TwoS
143001542,143,PCa treated after conservative management,154,without Type 2 Diabetes,TwoS
144001542,144,Delayed Curative Management,154,without Type 2 Diabetes,TwoS
145001542,145,Delayed Palliative Management,154,without Type 2 Diabetes,TwoS
47001552,47,Newly diagnosed Pca,155,without Hypertension,TwoS
49001552,49,PCa treated right away,155,without Hypertension,TwoS
125001552,125,PCa under conservative management (biopsy or PSA GT 50),155,without Hypertension,TwoS
126001552,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),155,without Hypertension,TwoS
127001552,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),155,without Hypertension,TwoS
128001552,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),155,without Hypertension,TwoS
129001552,129,PCa treated after conservative management (biopsy or PSA GT 50),155,without Hypertension,TwoS
131001552,131,Delayed Curative Management (biopsy or PSA GT 50),155,without Hypertension,TwoS
132001552,132,Delayed Palliative Management (biopsy or PSA GT 50),155,without Hypertension,TwoS
137001552,137,PCa under conservative management,155,without Hypertension,TwoS
138001552,138,PCa high/intermediate risk conservative management,155,without Hypertension,TwoS
139001552,139,PCa low risk grade conservative management and no intense monitoring,155,without Hypertension,TwoS
140001552,140,PCa low risk grade conservative management and intense monitoring,155,without Hypertension,TwoS
141001552,141,Newly diagnosed Pca (biopsy or PSA GT 50),155,without Hypertension,TwoS
142001552,142,PCa treated right away (biopsy or PSA GT 50),155,without Hypertension,TwoS
143001552,143,PCa treated after conservative management,155,without Hypertension,TwoS
144001552,144,Delayed Curative Management,155,without Hypertension,TwoS
145001552,145,Delayed Palliative Management,155,without Hypertension,TwoS
47001562,47,Newly diagnosed Pca,156,without Obesity,TwoS
49001562,49,PCa treated right away,156,without Obesity,TwoS
125001562,125,PCa under conservative management (biopsy or PSA GT 50),156,without Obesity,TwoS
126001562,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),156,without Obesity,TwoS
127001562,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),156,without Obesity,TwoS
128001562,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),156,without Obesity,TwoS
129001562,129,PCa treated after conservative management (biopsy or PSA GT 50),156,without Obesity,TwoS
131001562,131,Delayed Curative Management (biopsy or PSA GT 50),156,without Obesity,TwoS
132001562,132,Delayed Palliative Management (biopsy or PSA GT 50),156,without Obesity,TwoS
137001562,137,PCa under conservative management,156,without Obesity,TwoS
138001562,138,PCa high/intermediate risk conservative management,156,without Obesity,TwoS
139001562,139,PCa low risk grade conservative management and no intense monitoring,156,without Obesity,TwoS
140001562,140,PCa low risk grade conservative management and intense monitoring,156,without Obesity,TwoS
141001562,141,Newly diagnosed Pca (biopsy or PSA GT 50),156,without Obesity,TwoS
142001562,142,PCa treated right away (biopsy or PSA GT 50),156,without Obesity,TwoS
143001562,143,PCa treated after conservative management,156,without Obesity,TwoS
144001562,144,Delayed Curative Management,156,without Obesity,TwoS
145001562,145,Delayed Palliative Management,156,without Obesity,TwoS
47001572,47,Newly diagnosed Pca,157,without VTE,TwoS
49001572,49,PCa treated right away,157,without VTE,TwoS
125001572,125,PCa under conservative management (biopsy or PSA GT 50),157,without VTE,TwoS
126001572,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),157,without VTE,TwoS
127001572,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),157,without VTE,TwoS
128001572,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),157,without VTE,TwoS
129001572,129,PCa treated after conservative management (biopsy or PSA GT 50),157,without VTE,TwoS
131001572,131,Delayed Curative Management (biopsy or PSA GT 50),157,without VTE,TwoS
132001572,132,Delayed Palliative Management (biopsy or PSA GT 50),157,without VTE,TwoS
137001572,137,PCa under conservative management,157,without VTE,TwoS
138001572,138,PCa high/intermediate risk conservative management,157,without VTE,TwoS
139001572,139,PCa low risk grade conservative management and no intense monitoring,157,without VTE,TwoS
140001572,140,PCa low risk grade conservative management and intense monitoring,157,without VTE,TwoS
141001572,141,Newly diagnosed Pca (biopsy or PSA GT 50),157,without VTE,TwoS
142001572,142,PCa treated right away (biopsy or PSA GT 50),157,without VTE,TwoS
143001572,143,PCa treated after conservative management,157,without VTE,TwoS
144001572,144,Delayed Curative Management,157,without VTE,TwoS
145001572,145,Delayed Palliative Management,157,without VTE,TwoS
47001582,47,Newly diagnosed Pca,158,without Anxiety,TwoS
49001582,49,PCa treated right away,158,without Anxiety,TwoS
125001582,125,PCa under conservative management (biopsy or PSA GT 50),158,without Anxiety,TwoS
126001582,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),158,without Anxiety,TwoS
127001582,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),158,without Anxiety,TwoS
128001582,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),158,without Anxiety,TwoS
129001582,129,PCa treated after conservative management (biopsy or PSA GT 50),158,without Anxiety,TwoS
131001582,131,Delayed Curative Management (biopsy or PSA GT 50),158,without Anxiety,TwoS
132001582,132,Delayed Palliative Management (biopsy or PSA GT 50),158,without Anxiety,TwoS
137001582,137,PCa under conservative management,158,without Anxiety,TwoS
138001582,138,PCa high/intermediate risk conservative management,158,without Anxiety,TwoS
139001582,139,PCa low risk grade conservative management and no intense monitoring,158,without Anxiety,TwoS
140001582,140,PCa low risk grade conservative management and intense monitoring,158,without Anxiety,TwoS
141001582,141,Newly diagnosed Pca (biopsy or PSA GT 50),158,without Anxiety,TwoS
142001582,142,PCa treated right away (biopsy or PSA GT 50),158,without Anxiety,TwoS
143001582,143,PCa treated after conservative management,158,without Anxiety,TwoS
144001582,144,Delayed Curative Management,158,without Anxiety,TwoS
145001582,145,Delayed Palliative Management,158,without Anxiety,TwoS
47001592,47,Newly diagnosed Pca,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
49001592,49,PCa treated right away,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
125001592,125,PCa under conservative management (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
126001592,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
127001592,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
128001592,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
129001592,129,PCa treated after conservative management (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
131001592,131,Delayed Curative Management (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
132001592,132,Delayed Palliative Management (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
137001592,137,PCa under conservative management,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
138001592,138,PCa high/intermediate risk conservative management,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
139001592,139,PCa low risk grade conservative management and no intense monitoring,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
140001592,140,PCa low risk grade conservative management and intense monitoring,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
141001592,141,Newly diagnosed Pca (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
142001592,142,PCa treated right away (biopsy or PSA GT 50),159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
143001592,143,PCa treated after conservative management,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
144001592,144,Delayed Curative Management,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
145001592,145,Delayed Palliative Management,159,without Prevalent Asthma or Chronic obstructive pulmonary disease (COPD),TwoS
47000011,47,Newly diagnosed Pca,1,with Full 365-day follow up,TwS
49000011,49,PCa treated right away,1,with Full 365-day follow up,TwS
125000011,125,PCa under conservative management (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
126000011,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
127000011,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
128000011,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
129000011,129,PCa treated after conservative management (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
131000011,131,Delayed Curative Management (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
132000011,132,Delayed Palliative Management (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
137000011,137,PCa under conservative management,1,with Full 365-day follow up,TwS
138000011,138,PCa high/intermediate risk conservative management,1,with Full 365-day follow up,TwS
139000011,139,PCa low risk grade conservative management and no intense monitoring,1,with Full 365-day follow up,TwS
140000011,140,PCa low risk grade conservative management and intense monitoring,1,with Full 365-day follow up,TwS
141000011,141,Newly diagnosed Pca (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
142000011,142,PCa treated right away (biopsy or PSA GT 50),1,with Full 365-day follow up,TwS
143000011,143,PCa treated after conservative management,1,with Full 365-day follow up,TwS
144000011,144,Delayed Curative Management,1,with Full 365-day follow up,TwS
145000011,145,Delayed Palliative Management,1,with Full 365-day follow up,TwS
47000021,47,Newly diagnosed Pca,2,with < 365-day follow up,TwS
49000021,49,PCa treated right away,2,with < 365-day follow up,TwS
125000021,125,PCa under conservative management (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
126000021,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
127000021,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
128000021,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
129000021,129,PCa treated after conservative management (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
131000021,131,Delayed Curative Management (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
132000021,132,Delayed Palliative Management (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
137000021,137,PCa under conservative management,2,with < 365-day follow up,TwS
138000021,138,PCa high/intermediate risk conservative management,2,with < 365-day follow up,TwS
139000021,139,PCa low risk grade conservative management and no intense monitoring,2,with < 365-day follow up,TwS
140000021,140,PCa low risk grade conservative management and intense monitoring,2,with < 365-day follow up,TwS
141000021,141,Newly diagnosed Pca (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
142000021,142,PCa treated right away (biopsy or PSA GT 50),2,with < 365-day follow up,TwS
143000021,143,PCa treated after conservative management,2,with < 365-day follow up,TwS
144000021,144,Delayed Curative Management,2,with < 365-day follow up,TwS
145000021,145,Delayed Palliative Management,2,with < 365-day follow up,TwS
47000031,47,Newly diagnosed Pca,3,with Age < 55,TwS
49000031,49,PCa treated right away,3,with Age < 55,TwS
125000031,125,PCa under conservative management (biopsy or PSA GT 50),3,with Age < 55,TwS
126000031,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),3,with Age < 55,TwS
127000031,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),3,with Age < 55,TwS
128000031,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),3,with Age < 55,TwS
129000031,129,PCa treated after conservative management (biopsy or PSA GT 50),3,with Age < 55,TwS
131000031,131,Delayed Curative Management (biopsy or PSA GT 50),3,with Age < 55,TwS
132000031,132,Delayed Palliative Management (biopsy or PSA GT 50),3,with Age < 55,TwS
137000031,137,PCa under conservative management,3,with Age < 55,TwS
138000031,138,PCa high/intermediate risk conservative management,3,with Age < 55,TwS
139000031,139,PCa low risk grade conservative management and no intense monitoring,3,with Age < 55,TwS
140000031,140,PCa low risk grade conservative management and intense monitoring,3,with Age < 55,TwS
141000031,141,Newly diagnosed Pca (biopsy or PSA GT 50),3,with Age < 55,TwS
142000031,142,PCa treated right away (biopsy or PSA GT 50),3,with Age < 55,TwS
143000031,143,PCa treated after conservative management,3,with Age < 55,TwS
144000031,144,Delayed Curative Management,3,with Age < 55,TwS
145000031,145,Delayed Palliative Management,3,with Age < 55,TwS
47000041,47,Newly diagnosed Pca,4,with Age 55 - 80,TwS
49000041,49,PCa treated right away,4,with Age 55 - 80,TwS
125000041,125,PCa under conservative management (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
126000041,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
127000041,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
128000041,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
129000041,129,PCa treated after conservative management (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
131000041,131,Delayed Curative Management (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
132000041,132,Delayed Palliative Management (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
137000041,137,PCa under conservative management,4,with Age 55 - 80,TwS
138000041,138,PCa high/intermediate risk conservative management,4,with Age 55 - 80,TwS
139000041,139,PCa low risk grade conservative management and no intense monitoring,4,with Age 55 - 80,TwS
140000041,140,PCa low risk grade conservative management and intense monitoring,4,with Age 55 - 80,TwS
141000041,141,Newly diagnosed Pca (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
142000041,142,PCa treated right away (biopsy or PSA GT 50),4,with Age 55 - 80,TwS
143000041,143,PCa treated after conservative management,4,with Age 55 - 80,TwS
144000041,144,Delayed Curative Management,4,with Age 55 - 80,TwS
145000041,145,Delayed Palliative Management,4,with Age 55 - 80,TwS
47000051,47,Newly diagnosed Pca,5,with Age >= 80,TwS
49000051,49,PCa treated right away,5,with Age >= 80,TwS
125000051,125,PCa under conservative management (biopsy or PSA GT 50),5,with Age >= 80,TwS
126000051,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),5,with Age >= 80,TwS
127000051,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),5,with Age >= 80,TwS
128000051,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),5,with Age >= 80,TwS
129000051,129,PCa treated after conservative management (biopsy or PSA GT 50),5,with Age >= 80,TwS
131000051,131,Delayed Curative Management (biopsy or PSA GT 50),5,with Age >= 80,TwS
132000051,132,Delayed Palliative Management (biopsy or PSA GT 50),5,with Age >= 80,TwS
137000051,137,PCa under conservative management,5,with Age >= 80,TwS
138000051,138,PCa high/intermediate risk conservative management,5,with Age >= 80,TwS
139000051,139,PCa low risk grade conservative management and no intense monitoring,5,with Age >= 80,TwS
140000051,140,PCa low risk grade conservative management and intense monitoring,5,with Age >= 80,TwS
141000051,141,Newly diagnosed Pca (biopsy or PSA GT 50),5,with Age >= 80,TwS
142000051,142,PCa treated right away (biopsy or PSA GT 50),5,with Age >= 80,TwS
143000051,143,PCa treated after conservative management,5,with Age >= 80,TwS
144000051,144,Delayed Curative Management,5,with Age >= 80,TwS
145000051,145,Delayed Palliative Management,5,with Age >= 80,TwS
47000061,47,Newly diagnosed Pca,6,with Black or African American,TwS
49000061,49,PCa treated right away,6,with Black or African American,TwS
125000061,125,PCa under conservative management (biopsy or PSA GT 50),6,with Black or African American,TwS
126000061,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),6,with Black or African American,TwS
127000061,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),6,with Black or African American,TwS
128000061,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),6,with Black or African American,TwS
129000061,129,PCa treated after conservative management (biopsy or PSA GT 50),6,with Black or African American,TwS
131000061,131,Delayed Curative Management (biopsy or PSA GT 50),6,with Black or African American,TwS
132000061,132,Delayed Palliative Management (biopsy or PSA GT 50),6,with Black or African American,TwS
137000061,137,PCa under conservative management,6,with Black or African American,TwS
138000061,138,PCa high/intermediate risk conservative management,6,with Black or African American,TwS
139000061,139,PCa low risk grade conservative management and no intense monitoring,6,with Black or African American,TwS
140000061,140,PCa low risk grade conservative management and intense monitoring,6,with Black or African American,TwS
141000061,141,Newly diagnosed Pca (biopsy or PSA GT 50),6,with Black or African American,TwS
142000061,142,PCa treated right away (biopsy or PSA GT 50),6,with Black or African American,TwS
143000061,143,PCa treated after conservative management,6,with Black or African American,TwS
144000061,144,Delayed Curative Management,6,with Black or African American,TwS
145000061,145,Delayed Palliative Management,6,with Black or African American,TwS
47000071,47,Newly diagnosed Pca,7,with White,TwS
49000071,49,PCa treated right away,7,with White,TwS
125000071,125,PCa under conservative management (biopsy or PSA GT 50),7,with White,TwS
126000071,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),7,with White,TwS
127000071,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),7,with White,TwS
128000071,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),7,with White,TwS
129000071,129,PCa treated after conservative management (biopsy or PSA GT 50),7,with White,TwS
131000071,131,Delayed Curative Management (biopsy or PSA GT 50),7,with White,TwS
132000071,132,Delayed Palliative Management (biopsy or PSA GT 50),7,with White,TwS
137000071,137,PCa under conservative management,7,with White,TwS
138000071,138,PCa high/intermediate risk conservative management,7,with White,TwS
139000071,139,PCa low risk grade conservative management and no intense monitoring,7,with White,TwS
140000071,140,PCa low risk grade conservative management and intense monitoring,7,with White,TwS
141000071,141,Newly diagnosed Pca (biopsy or PSA GT 50),7,with White,TwS
142000071,142,PCa treated right away (biopsy or PSA GT 50),7,with White,TwS
143000071,143,PCa treated after conservative management,7,with White,TwS
144000071,144,Delayed Curative Management,7,with White,TwS
145000071,145,Delayed Palliative Management,7,with White,TwS
47000521,47,Newly diagnosed Pca,52,with EAU High Risk,TwS
49000521,49,PCa treated right away,52,with EAU High Risk,TwS
125000521,125,PCa under conservative management (biopsy or PSA GT 50),52,with EAU High Risk,TwS
126000521,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),52,with EAU High Risk,TwS
127000521,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),52,with EAU High Risk,TwS
128000521,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),52,with EAU High Risk,TwS
129000521,129,PCa treated after conservative management (biopsy or PSA GT 50),52,with EAU High Risk,TwS
131000521,131,Delayed Curative Management (biopsy or PSA GT 50),52,with EAU High Risk,TwS
132000521,132,Delayed Palliative Management (biopsy or PSA GT 50),52,with EAU High Risk,TwS
137000521,137,PCa under conservative management,52,with EAU High Risk,TwS
138000521,138,PCa high/intermediate risk conservative management,52,with EAU High Risk,TwS
139000521,139,PCa low risk grade conservative management and no intense monitoring,52,with EAU High Risk,TwS
140000521,140,PCa low risk grade conservative management and intense monitoring,52,with EAU High Risk,TwS
141000521,141,Newly diagnosed Pca (biopsy or PSA GT 50),52,with EAU High Risk,TwS
142000521,142,PCa treated right away (biopsy or PSA GT 50),52,with EAU High Risk,TwS
143000521,143,PCa treated after conservative management,52,with EAU High Risk,TwS
144000521,144,Delayed Curative Management,52,with EAU High Risk,TwS
145000521,145,Delayed Palliative Management,52,with EAU High Risk,TwS
47000531,47,Newly diagnosed Pca,53,with EAU Low Risk,TwS
49000531,49,PCa treated right away,53,with EAU Low Risk,TwS
125000531,125,PCa under conservative management (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
126000531,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
127000531,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
128000531,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
129000531,129,PCa treated after conservative management (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
131000531,131,Delayed Curative Management (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
132000531,132,Delayed Palliative Management (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
137000531,137,PCa under conservative management,53,with EAU Low Risk,TwS
138000531,138,PCa high/intermediate risk conservative management,53,with EAU Low Risk,TwS
139000531,139,PCa low risk grade conservative management and no intense monitoring,53,with EAU Low Risk,TwS
140000531,140,PCa low risk grade conservative management and intense monitoring,53,with EAU Low Risk,TwS
141000531,141,Newly diagnosed Pca (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
142000531,142,PCa treated right away (biopsy or PSA GT 50),53,with EAU Low Risk,TwS
143000531,143,PCa treated after conservative management,53,with EAU Low Risk,TwS
144000531,144,Delayed Curative Management,53,with EAU Low Risk,TwS
145000531,145,Delayed Palliative Management,53,with EAU Low Risk,TwS
47000541,47,Newly diagnosed Pca,54,with EAU Intermediate Risk,TwS
49000541,49,PCa treated right away,54,with EAU Intermediate Risk,TwS
125000541,125,PCa under conservative management (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
126000541,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
127000541,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
128000541,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
129000541,129,PCa treated after conservative management (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
131000541,131,Delayed Curative Management (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
132000541,132,Delayed Palliative Management (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
137000541,137,PCa under conservative management,54,with EAU Intermediate Risk,TwS
138000541,138,PCa high/intermediate risk conservative management,54,with EAU Intermediate Risk,TwS
139000541,139,PCa low risk grade conservative management and no intense monitoring,54,with EAU Intermediate Risk,TwS
140000541,140,PCa low risk grade conservative management and intense monitoring,54,with EAU Intermediate Risk,TwS
141000541,141,Newly diagnosed Pca (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
142000541,142,PCa treated right away (biopsy or PSA GT 50),54,with EAU Intermediate Risk,TwS
143000541,143,PCa treated after conservative management,54,with EAU Intermediate Risk,TwS
144000541,144,Delayed Curative Management,54,with EAU Intermediate Risk,TwS
145000541,145,Delayed Palliative Management,54,with EAU Intermediate Risk,TwS
47000551,47,Newly diagnosed Pca,55,with Metastatic PCa,TwS
49000551,49,PCa treated right away,55,with Metastatic PCa,TwS
125000551,125,PCa under conservative management (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
126000551,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
127000551,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
128000551,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
129000551,129,PCa treated after conservative management (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
131000551,131,Delayed Curative Management (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
132000551,132,Delayed Palliative Management (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
137000551,137,PCa under conservative management,55,with Metastatic PCa,TwS
138000551,138,PCa high/intermediate risk conservative management,55,with Metastatic PCa,TwS
139000551,139,PCa low risk grade conservative management and no intense monitoring,55,with Metastatic PCa,TwS
140000551,140,PCa low risk grade conservative management and intense monitoring,55,with Metastatic PCa,TwS
141000551,141,Newly diagnosed Pca (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
142000551,142,PCa treated right away (biopsy or PSA GT 50),55,with Metastatic PCa,TwS
143000551,143,PCa treated after conservative management,55,with Metastatic PCa,TwS
144000551,144,Delayed Curative Management,55,with Metastatic PCa,TwS
145000551,145,Delayed Palliative Management,55,with Metastatic PCa,TwS
47000561,47,Newly diagnosed Pca,56,with Locally Advanced PCa,TwS
49000561,49,PCa treated right away,56,with Locally Advanced PCa,TwS
125000561,125,PCa under conservative management (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
126000561,126,PCa high/intermediate risk conservative managemetn (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
127000561,127,PCa low risk grade conservative management and no intense monitoring (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
128000561,128,PCa low risk grade conservative management and intense monitoring  (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
129000561,129,PCa treated after conservative management (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
131000561,131,Delayed Curative Management (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
132000561,132,Delayed Palliative Management (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
137000561,137,PCa under conservative management,56,with Locally Advanced PCa,TwS
138000561,138,PCa high/intermediate risk conservative management,56,with Locally Advanced PCa,TwS
139000561,139,PCa low risk grade conservative management and no intense monitoring,56,with Locally Advanced PCa,TwS
140000561,140,PCa low risk grade conservative management and intense monitoring,56,with Locally Advanced PCa,TwS
141000561,141,Newly diagnosed Pca (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
142000561,142,PCa treated right away (biopsy or PSA GT 50),56,with Locally Advanced PCa,TwS
143000561,143,PCa treated after conservative management,56,with Locally Advanced PCa,TwS
144000561,144,Delayed Curative Management,56,with Locally Advanced PCa,TwS
145000561,145,Delayed Palliative Management,56,with Locally Advanced PCa,TwS
47000571,47,Newly diagnosed Pca,57,with localized PCa,TwS
